"Discontinuation reports","DISCLAIMER: The information found within this file is presented in the language in which it was written and submitted."
"Report ID","Drug Identification Number","Report Type","Brand name","Company Name","Common or Proper name",Ingredients,Strength(s),"Packaging size","Route of administration","Discontinuation status","Dosage form(s)","Anatomical Therapeutical Chemical (ATC) Code","Anatomical Therapeutical Chemical (ATC) description","Discontinuation date","Anticipated discontinuation date",Reason,"Date Created","Date Updated","Tier 3"
273440,02439549,Discontinuation,"NAT-OMEPRAZOLE DR","NATCO PHARMA (CANADA) INC",OMEPRAZOLE,OMEPRAZOLE,20MG,"100 & 500 BOTTLE","ORAL; ORAL",Discontinued,"TABLET (DELAYED-RELEASE)",A02BC,"DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD)",2025-12-05,,"Business reasons",2025-12-05,2025-12-06,No
273482,02439158,Discontinuation,NAT-QUETIAPINE,"NATCO PHARMA (CANADA) INC",QUETIAPINE,QUETIAPINE,25MG,"100 BOTTLE","ORAL; ORAL",Discontinued,"TABLET (IMMEDIATE RELEASE); TABLET",N05AH,ANTIPSYCHOTICS,2025-12-05,,"Business reasons",2025-12-05,2025-12-06,No
273489,02439166,Discontinuation,NAT-QUETIAPINE,"NATCO PHARMA (CANADA) INC",QUETIAPINE,QUETIAPINE,100MG,"100 BOTTLE","ORAL; ORAL",Discontinued,"TABLET (IMMEDIATE RELEASE); TABLET",N05AH,ANTIPSYCHOTICS,2025-12-05,,"Business reasons",2025-12-05,2025-12-06,No
273496,02439182,Discontinuation,NAT-QUETIAPINE,"NATCO PHARMA (CANADA) INC",QUETIAPINE,QUETIAPINE,200MG,"100 BOTTLE","ORAL; ORAL",Discontinued,"TABLET (IMMEDIATE RELEASE); TABLET",N05AH,ANTIPSYCHOTICS,2025-12-05,,"Business reasons",2025-12-05,2025-12-06,No
273501,02439190,Discontinuation,NAT-QUETIAPINE,"NATCO PHARMA (CANADA) INC",QUETIAPINE,QUETIAPINE,300MG,"100 BOTTLE","ORAL; ORAL",Discontinued,"TABLET (IMMEDIATE RELEASE); TABLET",N05AH,ANTIPSYCHOTICS,2025-12-05,,"Business reasons",2025-12-05,2025-12-06,No
281208,02439174,Discontinuation,NAT-QUETIAPINE,"NATCO PHARMA (CANADA) INC",QUETIAPINE,QUETIAPINE,150MG,"100 bottle","ORAL; ORAL",Discontinued,"TABLET (IMMEDIATE RELEASE); TABLET",N05AH,ANTIPSYCHOTICS,2025-12-05,,"Business reasons",2026-03-23,2026-03-23,No
32724,00024449,Discontinuation,"NAVANE CAP 5MG","ERFA CANADA 2012 INC",thiothixene,,,"bottle of 100",,Discontinued,,,,2017-12-12,,"Business reasons",2017-12-13,2018-04-04,No
95147,00195057,Discontinuation,"NEO-MEDROL ACNE LOTION","PFIZER CANADA ULC","Neo-Medrol Acne Lotion","SULFUR; METHYLPREDNISOLONE ACETATE; NEOMYCIN SULFATE; ALUMINUM CHLOROHYDRATE","50MG; 2.5MG; 2.5MG; 100MG","25 ML",TOPICAL,Discontinued,LOTION,D10AA,"ANTI-ACNE PREPARATIONS FOR TOPICAL USE",2020-04-01,2020-04-01,"Business reasons",2019-10-01,2020-04-13,No
141521,00195057,Discontinuation,"NEO-MEDROL ACNE LOTION","PFIZER CANADA ULC","NEO-MEDROL ACNE LOTION","ALUMINUM CHLOROHYDRATE; NEOMYCIN SULFATE; METHYLPREDNISOLONE ACETATE; SULFUR","100MG; 2.5MG; 2.5MG; 50MG",75ML,"TOPICAL; TOPICAL",Discontinued,LOTION,D10AA,"ANTI-ACNE PREPARATIONS FOR TOPICAL USE",2021-09-01,2021-09-01,"Business reasons",2021-06-25,2021-09-02,No
185181,02230593,Discontinuation,"NEOSTIGMINE OMEGA","OMEGA LABORATORIES LIMITED","Neostigmine Methylsulfate Injection USP","NEOSTIGMINE METHYLSULFATE",0.5MG,"10 x 1mL vial / fiole","SUBCUTANEOUS; INTRAVENOUS; INTRAMUSCULAR; SUBCUTANEOUS; INTRAVENOUS; INTRAMUSCULAR",Discontinued,LIQUID,N07AA,PARASYMPATHOMIMETICS,2023-02-20,,"Business reasons",2023-02-20,2023-02-21,No
8092,00587818,Discontinuation,"NERISONE OILY CREAM","GLAXOSMITHKLINE INC","Diflucortolone valerate oily cream","DIFLUCORTOLONE VALERATE",0.1%,30g,TOPICAL,Discontinued,CREAM,D07AC,"CORTICOSTEROIDS, PLAIN",2017-04-20,,"Business reasons",2017-04-25,2017-04-26,No
8096,00587818,Discontinuation,"NERISONE OILY CREAM","GLAXOSMITHKLINE INC","Diflucortolone valerate oily cream","DIFLUCORTOLONE VALERATE",0.1%,60g,TOPICAL,Discontinued,CREAM,D07AC,"CORTICOSTEROIDS, PLAIN",2017-04-20,,"Business reasons",2017-04-25,2017-04-26,No
4054,02262347,Discontinuation,NIASPAN,"SUNOVION PHARMACEUTICALS CANADA INC","Extended-release niacin","NICOTINIC ACID",500MG,30,ORAL,Discontinued,"TABLET (EXTENDED-RELEASE)",C10AD,"LIPID MODIFYING AGENTS, PLAIN",2017-03-31,,"Business reasons",2017-03-23,2017-04-03,No
4076,02262339,Discontinuation,NIASPAN,"SUNOVION PHARMACEUTICALS CANADA INC","Extended-release niacin","NICOTINIC ACID",1000MG,30,ORAL,Discontinued,"TABLET (EXTENDED-RELEASE)",C10AD,"LIPID MODIFYING AGENTS, PLAIN",2017-06-30,,"Business reasons",2017-03-23,2017-07-01,No
4078,02309262,Discontinuation,"NIASPAN FCT","SUNOVION PHARMACEUTICALS CANADA INC","Extended-release niacin","NICOTINIC ACID",750MG,90,ORAL,Discontinued,"TABLET (EXTENDED-RELEASE)",C10AD,"LIPID MODIFYING AGENTS, PLAIN",2017-05-31,,"Business reasons",2017-03-23,2017-06-01,No
89855,02309254,Discontinuation,"NIASPAN FCT","SUNOVION PHARMACEUTICALS CANADA INC","Extended-release niacin","NICOTINIC ACID",500MG,90,ORAL,Discontinued,"TABLET (EXTENDED-RELEASE)",C10AD,"LIPID MODIFYING AGENTS, PLAIN",2019-07-22,,"Manufacturing issues",2019-07-24,2019-07-24,No
90089,02309289,Discontinuation,"NIASPAN FCT","SUNOVION PHARMACEUTICALS CANADA INC","NICOTINIC ACID FCT","NICOTINIC ACID","1000 mg","90 Tablets",Oral,Discontinued,"Tablet (Extended-Release)",C10AD,"LIPID MODIFYING AGENTS, PLAIN",2019-07-22,,"Manufacturing issues",2019-07-29,2019-07-29,No
27583,02347113,Discontinuation,"NIASTASE RT","NOVO NORDISK CANADA INC","Eptacog Alfa (activated)","EPTACOG ALFA",1MG,"One vial of 1mg (50 KIU) per carton",INTRAVENOUS,Discontinued,"KIT; POWDER FOR SOLUTION",B02BD,"VITAMIN K AND OTHER HEMOSTATICS",2017-10-27,2017-10-27,"Business reasons",2017-10-31,2017-10-31,No
27590,02347121,Discontinuation,"NIASTASE RT","NOVO NORDISK CANADA INC","Eptacog Alfa (activated)","EPTACOG ALFA",2MG,"One vial of 2mg (100 KIU) per carton",INTRAVENOUS,Discontinued,"KIT; POWDER FOR SOLUTION",B02BD,"VITAMIN K AND OTHER HEMOSTATICS",2017-10-27,2017-10-27,"Business reasons",2017-10-31,2017-10-31,No
27606,02347148,Discontinuation,"NIASTASE RT","NOVO NORDISK CANADA INC","Eptacog Alfa (activated)","EPTACOG ALFA",5MG,"One vial of 5mg (250 KIU) per carton",INTRAVENOUS,Discontinued,"KIT; POWDER FOR SOLUTION",B02BD,"VITAMIN K AND OTHER HEMOSTATICS",2017-10-27,2017-10-27,"Business reasons",2017-10-31,2017-10-31,No
53333,02442930,Discontinuation,"NIFEDIPINE ER","SIVEM PHARMACEUTICALS ULC","NIFEDIPINE ER",NIFEDIPINE,30MG,30,ORAL,Discontinued,"TABLET (EXTENDED-RELEASE)",C08CA,"SELECTIVE CALC.CHANNEL BLOCK. W/MAINLY VASC. EFF.",2018-06-29,,"Business reasons",2018-06-29,2018-06-30,No
53336,02442930,Discontinuation,"NIFEDIPINE ER","SIVEM PHARMACEUTICALS ULC","NIFEDIPINE ER",NIFEDIPINE,30MG,100,ORAL,Discontinued,"TABLET (EXTENDED-RELEASE)",C08CA,"SELECTIVE CALC.CHANNEL BLOCK. W/MAINLY VASC. EFF.",2018-08-01,2018-08-01,"Business reasons",2018-06-29,2018-08-08,No
53339,02442949,Discontinuation,"NIFEDIPINE ER","SIVEM PHARMACEUTICALS ULC","NIFEDIPINE ER",NIFEDIPINE,60MG,30,ORAL,Discontinued,"TABLET (EXTENDED-RELEASE)",C08CA,"SELECTIVE CALC.CHANNEL BLOCK. W/MAINLY VASC. EFF.",2018-06-29,,"Business reasons",2018-06-29,2018-06-30,No
53343,02442949,Discontinuation,"NIFEDIPINE ER","SIVEM PHARMACEUTICALS ULC","NIFEDIPINE ER",NIFEDIPINE,60MG,100,ORAL,Discontinued,"TABLET (EXTENDED-RELEASE)",C08CA,"SELECTIVE CALC.CHANNEL BLOCK. W/MAINLY VASC. EFF.",2018-08-01,2018-08-01,"Business reasons",2018-06-29,2018-08-08,No
55116,02442930,Discontinuation,"NIFEDIPINE ER","SIVEM PHARMACEUTICALS ULC","NIFEDIPINE ER",NIFEDIPINE,30MG,30,ORAL,Discontinued,"TABLET (EXTENDED-RELEASE)",C08CA,"SELECTIVE CALC.CHANNEL BLOCK. W/MAINLY VASC. EFF.",2018-08-01,2018-09-04,"Business reasons",2018-07-10,2018-09-10,No
55119,02442949,Discontinuation,"NIFEDIPINE ER","SIVEM PHARMACEUTICALS ULC","NIFEDIPINE ER",NIFEDIPINE,60MG,100,ORAL,Discontinued,"TABLET (EXTENDED-RELEASE)",C08CA,"SELECTIVE CALC.CHANNEL BLOCK. W/MAINLY VASC. EFF.",2018-08-01,2018-08-16,"Business reasons",2018-07-10,2018-08-22,No
219232,02421631,Discontinuation,"NIFEDIPINE ER","PRO DOC LIMITEE","NIFEDIPINE ER",NIFEDIPINE,30MG,"30,100","ORAL; ORAL",Discontinued,"TABLET (EXTENDED-RELEASE)",C08CA,"SELECTIVE CALC.CHANNEL BLOCK. W/MAINLY VASC. EFF.",2024-01-30,,"Business reasons",2024-02-12,2024-02-12,No
43191,02276216,Discontinuation,"NIGHTTIME EXTRA STRENGTH CONTAC COLD & SORE THROAT","VALEANT CANADA LP/VALEANT CANADA S.E.C.","NIGHTTIME EXTRA STRENGTH CONTAC COLD & SORE THROAT","PHENYLEPHRINE HYDROCHLORIDE; CHLORPHENIRAMINE MALEATE; ACETAMINOPHEN","5MG; 2MG; 500MG",n/a,ORAL,Discontinued,TABLET,N02BE,"OTHER ANALGESICS AND ANTIPYRETICS",2017-07-01,,"Other (Please describe in comments)",2018-03-16,2018-03-16,No
43194,02276232,Discontinuation,"NIGHTTIME EXTRA STRENGTH CONTAC COMPLETE COUGH, COLD & FLU","VALEANT CANADA LP/VALEANT CANADA S.E.C.","NIGHTTIME EXTRA STRENGTH CONTAC COMPLETE COUGH, COLD & FLU","DEXTROMETHORPHAN HYDROBROMIDE; PHENYLEPHRINE HYDROCHLORIDE; CHLORPHENIRAMINE MALEATE; ACETAMINOPHEN","15MG; 5MG; 2MG; 500MG",n/a,ORAL,Discontinued,TABLET,N02BE,"OTHER ANALGESICS AND ANTIPYRETICS",2017-07-01,,"Other (Please describe in comments)",2018-03-16,2018-03-16,No
53867,00779806,Discontinuation,"NIODAN 500 MG TIME RELEASE TABLETS","ODAN LABORATORIES LTD","Niacin Time Release Tablets","NICOTINIC ACID",500MG,100,ORAL,Discontinued,"TABLET (EXTENDED-RELEASE)",C04AC,PERIPHERALVASODILATORS,2018-07-03,,"Business reasons",2018-07-03,2018-07-04,No
286860,02361736,Discontinuation,NIPRIDE,"PFIZER CANADA ULC",NIPRIDE,"SODIUM NITROPRUSSIDE",25MG,"1 X 2ML VIAL","INTRAVENOUS; INTRAVENOUS",Discontinued,SOLUTION,C02DD,"ARTERIOLARSMOOTH MUSCLE, AGENTS ACTING ON",2026-06-10,,"Business reasons",2026-06-10,2026-09-10,No
257216,02458616,Discontinuation,"NITISINONE TABLETS","CYCLE PHARMACEUTICALS LTD.","NITISINONE TABLETS 2MG",NITISINONE,2MG,60,"ORAL; ORAL","To be discontinued",TABLET,A16AX,"OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS",,2025-10-31,"Business reasons",2025-05-13,2025-05-13,No
257219,02458624,Discontinuation,"NITISINONE TABLETS","CYCLE PHARMACEUTICALS LTD.","NITISINONE TABLETS 5MG",NITISINONE,5MG,60,"ORAL; ORAL","To be discontinued",TABLET,A16AX,"OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS",,2025-10-31,"Business reasons",2025-05-13,2025-05-13,No
257222,02458632,Discontinuation,"NITISINONE TABLETS","CYCLE PHARMACEUTICALS LTD.","NITISINONE TABLETS 10MG",NITISINONE,10MG,60,"ORAL; ORAL","To be discontinued",TABLET,A16AX,"OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS",,2025-10-31,"Business reasons",2025-05-13,2025-05-13,No
56601,01926454,Discontinuation,NITROL,"PALADIN LABS INC",NITROL,NITROGLYCERIN,2%,60GR,TOPICAL,Discontinued,OINTMENT,C01DA,"VASODILATORS USED IN CARDIAC DISEASES",2018-07-23,,"Business reasons",2018-07-26,2018-07-26,No
137776,02397927,Discontinuation,NOCDURNA,"FERRING INC","Desmopressin Orally Disintegrating Tablet",DESMOPRESSIN,25MCG,"Blister of 10, 3 blisters per Carton for package of 30","SUBLINGUAL; SUBLINGUAL",Discontinued,"TABLET (ORALLY DISINTEGRATING)",H01BA,"POSTERIOR PITUITARY LOBE HORMONES",2021-04-29,2021-04-30,"Business reasons",2021-04-20,2021-04-30,No
142013,02431076,Discontinuation,NOCDURNA,"FERRING INC","Desmopressin Orally Disintegrating Tablet",DESMOPRESSIN,50MCG,"Blister of 10, 3 blisters per Carton for package of 30","SUBLINGUAL; SUBLINGUAL",Discontinued,"TABLET (ORALLY DISINTEGRATING)",H01BA,"POSTERIOR PITUITARY LOBE HORMONES",2021-07-31,2021-07-31,"Business reasons",2021-07-08,2021-11-18,No
170947,02048485,Discontinuation,"NOLVADEX-D TAB 20MG","ASTRAZENECA CANADA INC","tamoxifen citrate",TAMOXIFEN,20MG,"30 tablets","ORAL; ORAL",Discontinued,TABLET,L02BA,"HORMONE ANTAGONISTS AND RELATED AGENTS",2023-03-21,2023-03-21,"Business reasons",2022-10-03,2023-03-22,No
263399,02529181,Discontinuation,"NORDITROPIN FLEXPRO","NOVO NORDISK CANADA INC","Norditropin Flexpro 5mg",SOMATROPIN,5MG,EA,SUBCUTANEOUS,Discontinued,SOLUTION,H01AC,"ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES",2025-07-23,2025-07-23,"Business reasons",2025-07-23,2025-07-24,No
205624,00039500,Discontinuation,NORMOSOL-R,"ICU MEDICAL CANADA INC","Multiple Electrolytes Injection Type 1 USP pH 7.4","SODIUM GLUCONATE; SODIUM ACETATE; SODIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE","0.502G; 0.222G; 0.526G; 0.014G; 0.037G","1000 mL","INTRAVENOUS; INTRAVENOUS",Discontinued,SOLUTION,B05BB,"I.V. SOLUTIONS",2024-07-19,2024-05-31,"Business reasons",2023-10-02,2024-07-20,No
208273,00039500,Discontinuation,NORMOSOL-R,"ICU MEDICAL CANADA INC","Multiple Electrolytes Injection Type 1 USP","SODIUM GLUCONATE; SODIUM ACETATE; SODIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE","0.502G; 0.222G; 0.526G; 0.014G; 0.037G","1000 mL","INTRAVENOUS; INTRAVENOUS","To be discontinued",SOLUTION,B05BB,"I.V. SOLUTIONS",,2025-02-28,"Business reasons",2023-10-26,2023-10-27,No
129605,02223767,Discontinuation,NORPROLAC,"FERRING INC","Quinagolide Hydrochloride",QUINAGOLIDE,0.075MG,"30 tablets per carton","ORAL; ORAL",Discontinued,TABLET,G02CB,"OTHER GYNECOLOGICALS",2020-12-09,2020-12-02,"Business reasons",2020-12-04,2020-12-11,No
135529,02223775,Discontinuation,NORPROLAC,"FERRING INC","quinagolide hydrochloride",QUINAGOLIDE,0.15MG,"Blister packs of 30 tablets","ORAL; ORAL",Discontinued,TABLET,G02CB,"OTHER GYNECOLOGICALS",2021-06-02,2021-05-30,"Business reasons",2021-03-11,2021-06-03,No
140212,02223740,Discontinuation,NORPROLAC,"FERRING INC","quinagolide hydrochloride",QUINAGOLIDE,0.025MG,(3x25mcg),"ORAL; ORAL",Discontinued,TABLET,G02CB,"OTHER GYNECOLOGICALS",2021-06-02,2021-10-31,"Business reasons",2021-06-02,2021-06-03,No
140217,02223759,Discontinuation,NORPROLAC,"FERRING INC","quinagolide hydrochloride",QUINAGOLIDE,0.05MG,(3x50mcg),"ORAL; ORAL",Discontinued,TABLET,G02CB,"OTHER GYNECOLOGICALS",2021-06-02,2021-10-31,"Business reasons",2021-06-02,2021-06-03,No
76354,02229145,Discontinuation,NORVIR,"ABBVIE CORPORATION","Norvir Oral Solution",RITONAVIR,80MG,240mL,ORAL,Discontinued,SOLUTION,J05AE,"DIRECT ACTING ANTIVIRALS",2019-03-31,2019-03-31,"Business reasons",2019-02-20,2019-04-01,No
98371,02049481,Discontinuation,"NOVAHISTEX DH","SANOFI-AVENTIS CANADA INC","Novahistex DH","PHENYLEPHRINE HYDROCHLORIDE; HYDROCODONE BITARTRATE","20MG; 5MG",100ml,ORAL,Discontinued,SYRUP,R05DA,"COUGH SUPPRESSANTS EXCL. COMB. WITH EXPECTORANTS",2020-04-09,2020-03-31,"Business reasons",2019-11-11,2020-08-04,No
98374,02049481,Discontinuation,"NOVAHISTEX DH","SANOFI-AVENTIS CANADA INC","Novahistex DH","PHENYLEPHRINE HYDROCHLORIDE; HYDROCODONE BITARTRATE","20MG; 5MG",500ml,ORAL,Discontinued,SYRUP,R05DA,"COUGH SUPPRESSANTS EXCL. COMB. WITH EXPECTORANTS",2020-04-09,2020-03-31,"Business reasons",2019-11-11,2020-08-04,No
98377,02049473,Discontinuation,"NOVAHISTINE DH","SANOFI-AVENTIS CANADA INC","Novahistine DH","PHENYLEPHRINE HYDROCHLORIDE; HYDROCODONE BITARTRATE","10MG; 1.7MG",100ml,ORAL,Discontinued,SYRUP,R05DA,"COUGH SUPPRESSANTS EXCL. COMB. WITH EXPECTORANTS",2020-07-10,2020-06-30,"Business reasons",2019-11-11,2020-08-04,No
14046,00406716,Discontinuation,NOVAMOXIN,"TEVA CANADA LIMITED",AMOXICILLIN,AMOXICILLIN,500MG,"100 U/D",ORAL,Discontinued,CAPSULE,J01CA,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",2017-04-07,,"Business reasons",2017-06-27,2017-06-27,No
81316,00452130,Discontinuation,NOVAMOXIN,"TEVA CANADA LIMITED","AMOXICILLIN SUS",AMOXICILLIN,250MG,75ML,ORAL,Discontinued,"GRANULES FOR SUSPENSION",J01CA,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",2018-10-30,,"Business reasons",2019-04-11,2019-04-11,No
81321,02036347,Discontinuation,NOVAMOXIN,"TEVA CANADA LIMITED",AMOXICILLIN,AMOXICILLIN,125MG,100,ORAL,Discontinued,"TABLET (CHEWABLE)",J01CA,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",2018-10-30,,"Business reasons",2019-04-11,2019-04-11,No
81393,01934171,Discontinuation,NOVAMOXIN,"TEVA CANADA LIMITED",AMOXICILLIN,AMOXICILLIN,25MG,150ML,ORAL,Discontinued,"GRANULES FOR SUSPENSION",J01CA,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",2019-01-09,,"Business reasons",2019-04-11,2019-04-11,No
97251,02036347,Discontinuation,NOVAMOXIN,"TEVA CANADA LIMITED",AMOXICILLIN,AMOXICILLIN,125MG,100,ORAL,Discontinued,"TABLET (CHEWABLE)",J01CA,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",2019-10-25,,"Business reasons",2019-10-25,2019-10-26,No
104289,00406724,Discontinuation,NOVAMOXIN,"TEVA CANADA LIMITED","AMOXICILLIN 250mg CAPS",AMOXICILLIN,250MG,1000,ORAL,Discontinued,CAPSULE,J01CA,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",2020-01-23,,"Business reasons",2020-01-24,2020-01-24,No
63955,00216666,Discontinuation,NOVASEN,"TEVA CANADA LIMITED","ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",325MG,100,ORAL,Discontinued,"TABLET (DELAYED-RELEASE)",N02BA,"OTHER ANALGESICS AND ANTIPYRETICS",2018-06-30,,"Business reasons",2018-10-12,2018-10-12,No
63959,00216666,Discontinuation,NOVASEN,"TEVA CANADA LIMITED","ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",325MG,"UD 100",ORAL,Discontinued,"TABLET (DELAYED-RELEASE)",N02BA,"OTHER ANALGESICS AND ANTIPYRETICS",2018-06-30,,"Business reasons",2018-10-12,2018-10-12,No
63964,00229296,Discontinuation,NOVASEN,"TEVA CANADA LIMITED","ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",650MG,100,ORAL,Discontinued,"TABLET (DELAYED-RELEASE)",N02BA,"OTHER ANALGESICS AND ANTIPYRETICS",2018-06-30,,"Business reasons",2018-10-12,2018-10-12,No
64920,00629340,Discontinuation,NOVO-PROFEN,"TEVA CANADA LIMITED",PROFEN,IBUPROFEN,400MG,50,ORAL,Discontinued,TABLET,M01AE,"ANTIINFLAMMATORY/ANTIRHEUMATIC PROD.,NON-STEROIDS",2018-08-31,,"Business reasons",2018-10-19,2018-10-19,No
81310,00629324,Discontinuation,NOVO-PROFEN,"TEVA CANADA LIMITED",IBUPROFEN,IBUPROFEN,200MG,50,ORAL,Discontinued,TABLET,M01AE,"ANTIINFLAMMATORY/ANTIRHEUMATIC PROD.,NON-STEROIDS",2018-10-30,,"Business reasons",2019-04-11,2019-04-11,No
240237,02025248,Discontinuation,"NOVOLIN GE 30/70 PENFILL","NOVO NORDISK CANADA INC","NOVOLIN GE 30/70 PENFILL","INSULIN ISOPHANE HUMAN BIOSYNTHETIC; INSULIN INJECTION HUMAN BIOSYNTHETIC","70UNIT; 30UNIT",5,"SUBCUTANEOUS; SUBCUTANEOUS",Discontinued,SUSPENSION,A10AD,"INSULINS AND ANALOGUES",2026-03-05,2025-12-31,"Business reasons",2024-10-15,2026-03-09,No
168714,02024314,Discontinuation,"NOVOLIN GE 40/60 PENFILL","NOVO NORDISK CANADA INC","NOVOLIN GE 40/60 PENFILL","INSULIN ISOPHANE HUMAN BIOSYNTHETIC; INSULIN INJECTION HUMAN BIOSYNTHETIC","60UNIT; 40UNIT",EA,"SUBCUTANEOUS; SUBCUTANEOUS",Discontinued,SUSPENSION,A10AD,"INSULINS AND ANALOGUES",2023-03-31,2023-03-31,"Business reasons",2022-09-07,2023-04-03,No
168747,02024322,Discontinuation,"NOVOLIN GE 50/50 PENFILL","NOVO NORDISK CANADA INC","NOVOLIN GE 50/50 PENFILL","INSULIN ISOPHANE HUMAN BIOSYNTHETIC; INSULIN INJECTION HUMAN BIOSYNTHETIC","50UNIT; 50UNIT",EA,"SUBCUTANEOUS; SUBCUTANEOUS",Discontinued,SUSPENSION,A10AD,"INSULINS AND ANALOGUES",2023-03-31,2023-03-31,"Business reasons",2022-09-07,2023-04-03,No
240234,02024268,Discontinuation,"NOVOLIN GE NPH PENFILL","NOVO NORDISK CANADA INC","NOVOLIN GE NPH PENFILL","INSULIN ISOPHANE HUMAN BIOSYNTHETIC",100UNIT,5,"SUBCUTANEOUS; SUBCUTANEOUS",Discontinued,SUSPENSION,A10AC,"INSULINS AND ANALOGUES",2026-03-13,2025-12-31,"Business reasons",2024-10-15,2026-06-05,No
240227,02024284,Discontinuation,"NOVOLIN GE TORONTO PENFILL","NOVO NORDISK CANADA INC","NOVOLIN GE TORONTO PENFILL","INSULIN INJECTION HUMAN BIOSYNTHETIC",100UNIT,5,"SUBCUTANEOUS; INTRAVENOUS; INTRAMUSCULAR; SUBCUTANEOUS; INTRAVENOUS; INTRAMUSCULAR",Discontinued,SOLUTION,A10AB,"INSULINS AND ANALOGUES",2026-03-20,2025-12-31,"Business reasons",2024-10-15,2026-06-05,No
182889,02377209,Discontinuation,NOVORAPID,"NOVO NORDISK CANADA INC","NOVORAPID FLEXTOUCH 100U 5X3ML","INSULIN ASPART",100UNIT,EA,"SUBCUTANEOUS; SUBCUTANEOUS",Discontinued,SOLUTION,A10AB,"INSULINS AND ANALOGUES",2023-08-16,2023-08-31,"Business reasons",2023-02-01,2023-08-17,No
249043,02530066,Discontinuation,NRA-FLECAINIDE,"NORA PHARMA INC",NRA-Flecainide,"FLECAINIDE ACETATE",50MG,100's,ORAL,Discontinued,TABLET,C01BC,"ANTIARRHYTHMICS, CLASS I AND III",2024-09-01,,"Business reasons",2025-01-29,2025-01-29,No
249046,02530074,Discontinuation,NRA-FLECAINIDE,"NORA PHARMA INC",NRA-Flecainide,"FLECAINIDE ACETATE",100MG,100's,ORAL,Discontinued,TABLET,C01BC,"ANTIARRHYTHMICS, CLASS I AND III",2024-09-01,,"Business reasons",2025-01-29,2025-01-29,No
253392,02469650,Discontinuation,NRA-TRAMADOL/ACET,"NORA PHARMA INC",NRA-Tramadol/Acet,"TRAMADOL HYDROCHLORIDE; ACETAMINOPHEN","37.5MG; 325MG",100's,ORAL,Discontinued,TABLET,N02AJ,OPIOIDS,2025-10-01,2025-07-01,"Business reasons",2025-03-25,2025-10-10,No
120671,02477351,Discontinuation,NRA-ZOPICLONE,"NORA PHARMA INC",ZOPICLONE,ZOPICLONE,3.75MG,100,"ORAL; ORAL",Discontinued,TABLET,N05CF,"HYPNOTICS AND SEDATIVES",2020-07-15,,"Business reasons",2020-07-20,2020-07-20,No
212755,02449781,Discontinuation,NUCALA,"GLAXOSMITHKLINE INC","Mepolizumab for Injection",MEPOLIZUMAB,100MG,1x10mL,"SUBCUTANEOUS; SUBCUTANEOUS",Discontinued,"POWDER FOR SOLUTION",R03DX,"OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES",2023-12-06,,"Business reasons",2023-12-07,2023-12-07,No
91378,02230810,Discontinuation,"NUTRINEAL PD4","BAXTER CORPORATION","NUTRINEAL PD4","PHENYLALANINE; HISTIDINE; TRYPTOPHAN; LEUCINE; ARGININE; SODIUM LACTATE; THREONINE; ALANINE; MAGNESIUM CHLORIDE; CALCIUM CHLORIDE; SODIUM CHLORIDE; DL-METHIONINE; GLYCINE; PROLINE; TYROSINE; LYSINE; SERINE; VALINE; ISOLEUCINE","57MG; 71.4MG; 27MG; 102MG; 107.1MG; 448MG; 64.6MG; 95.1MG; 5.1MG; 18.4MG; 538MG; 85MG; 51MG; 59.5MG; 30MG; 95.5MG; 51MG; 139.3MG; 85MG","2.5 L",DIALYSIS,Discontinued,LIQUID,B05ZA,"HEMODIALYTICS AND HEMOFILTRATES",2020-06-01,2020-06-01,"Business reasons",2019-08-12,2020-06-02,No
